age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
52,admin.,1,basic.9y,0,1,0,cellular,may,wed,38,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
28,technician,0,professional.course,0,1,1,telephone,may,wed,43,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
45,services,0,basic.9y,0,0,0,cellular,may,wed,215,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
39,technician,0,professional.course,0,0,0,cellular,may,wed,143,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,admin.,1,university.degree,0,1,0,cellular,may,wed,541,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,blue-collar,0,basic.6y,0,1,1,cellular,may,wed,309,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,admin.,0,high.school,0,0,0,cellular,may,wed,299,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,1,basic.9y,0,0,0,cellular,may,wed,54,1,6,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
29,admin.,1,high.school,0,0,0,cellular,may,wed,54,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,admin.,0,high.school,0,1,0,cellular,may,wed,135,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,admin.,0,high.school,0,1,0,cellular,may,wed,162,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,1,basic.9y,0,0,0,cellular,may,wed,366,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
45,blue-collar,0,basic.4y,0,0,0,cellular,may,wed,223,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
37,blue-collar,1,basic.4y,0,0,1,cellular,may,wed,199,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
34,admin.,0,university.degree,0,1,0,cellular,may,wed,234,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
36,blue-collar,1,basic.9y,0,1,0,cellular,may,wed,180,2,999,2,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,technician,0,high.school,0,0,0,cellular,may,wed,68,4,12,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
34,admin.,0,high.school,0,1,0,cellular,may,wed,239,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,blue-collar,1,basic.6y,0,1,0,cellular,may,wed,134,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
48,blue-collar,1,basic.6y,0,1,0,cellular,may,wed,122,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
58,retired,1,university.degree,0,0,0,cellular,may,wed,109,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
40,technician,1,basic.6y,0,1,0,cellular,may,wed,156,5,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,admin.,1,university.degree,0,1,1,cellular,may,wed,44,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,technician,0,high.school,0,1,0,cellular,may,wed,240,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
26,admin.,0,high.school,0,1,0,cellular,may,wed,38,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
42,services,1,basic.9y,0,1,0,cellular,may,wed,201,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
42,blue-collar,1,basic.4y,0,1,0,cellular,may,wed,361,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
51,blue-collar,1,high.school,0,1,0,cellular,may,wed,809,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
31,blue-collar,0,high.school,0,0,0,cellular,may,wed,156,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
30,admin.,1,high.school,0,0,0,cellular,may,wed,166,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
39,blue-collar,1,high.school,0,1,1,cellular,may,wed,312,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,blue-collar,0,high.school,0,1,0,cellular,may,wed,829,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
35,admin.,1,high.school,0,1,0,cellular,may,wed,163,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,blue-collar,0,high.school,0,0,1,cellular,may,wed,358,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
34,admin.,0,high.school,0,1,0,cellular,may,wed,195,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
51,self-employed,1,basic.9y,0,0,0,telephone,may,wed,246,2,12,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
33,management,1,university.degree,0,1,1,cellular,may,wed,74,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
35,technician,1,professional.course,0,0,0,cellular,may,wed,124,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,admin.,1,high.school,0,1,1,cellular,may,wed,85,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
30,technician,1,basic.9y,0,0,0,cellular,may,wed,226,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,1,basic.9y,0,1,1,cellular,may,wed,98,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,admin.,0,university.degree,0,1,0,cellular,may,wed,358,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
34,self-employed,0,university.degree,0,0,0,cellular,may,wed,340,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
34,management,1,university.degree,0,0,0,cellular,may,wed,323,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
39,blue-collar,0,university.degree,0,1,0,cellular,may,wed,53,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,1,basic.9y,0,1,1,cellular,may,wed,396,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,admin.,1,university.degree,0,1,0,cellular,may,wed,954,2,10,1,1,-1.8,92.893,-46.2,1.281,5099.1,1
32,services,0,high.school,0,0,0,cellular,may,wed,402,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
52,technician,0,high.school,0,0,1,cellular,may,wed,191,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
27,technician,0,professional.course,0,1,1,cellular,may,wed,94,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,technician,1,high.school,0,0,0,cellular,may,wed,195,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,0,basic.9y,0,1,0,cellular,may,wed,168,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
34,services,1,university.degree,0,1,0,cellular,may,wed,154,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
43,admin.,1,high.school,0,1,0,telephone,may,wed,121,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,entrepreneur,0,university.degree,0,1,0,cellular,may,wed,318,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
43,blue-collar,1,basic.4y,0,1,0,cellular,may,wed,255,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,admin.,0,university.degree,0,0,0,cellular,may,wed,196,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
35,admin.,1,university.degree,0,0,1,telephone,may,wed,65,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,0,basic.9y,0,1,1,cellular,may,wed,444,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
30,admin.,0,high.school,0,0,0,cellular,may,wed,698,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
28,technician,0,professional.course,0,1,0,cellular,may,wed,562,2,6,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
35,entrepreneur,1,university.degree,0,1,0,cellular,may,wed,272,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
35,blue-collar,1,basic.6y,0,1,0,cellular,may,wed,378,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,blue-collar,0,basic.9y,0,0,0,cellular,may,wed,654,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
35,services,0,high.school,0,1,0,cellular,may,wed,185,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,blue-collar,0,basic.9y,0,0,1,cellular,may,wed,222,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,admin.,0,university.degree,0,1,1,cellular,may,wed,84,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,self-employed,1,basic.9y,0,1,0,cellular,may,wed,155,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
27,technician,0,professional.course,0,0,0,telephone,may,wed,99,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
51,blue-collar,1,basic.4y,0,0,0,cellular,may,wed,254,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
48,blue-collar,1,basic.6y,0,0,0,telephone,may,wed,25,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
26,student,0,high.school,0,1,0,cellular,may,wed,277,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,services,0,high.school,0,0,0,cellular,may,wed,151,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
21,student,0,high.school,0,0,0,cellular,may,wed,513,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
36,technician,0,professional.course,0,1,0,cellular,may,wed,225,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,services,0,high.school,0,1,0,cellular,may,wed,240,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
28,blue-collar,1,basic.4y,0,0,1,cellular,may,wed,135,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38,housemaid,0,university.degree,0,1,0,cellular,may,wed,873,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
29,admin.,0,high.school,0,1,0,cellular,may,wed,443,7,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
34,admin.,1,university.degree,0,0,1,cellular,may,wed,72,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
52,admin.,1,university.degree,0,0,0,cellular,may,wed,429,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
29,blue-collar,0,basic.9y,0,0,0,cellular,may,wed,364,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,management,1,university.degree,0,1,1,cellular,may,wed,36,9,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
27,admin.,0,high.school,0,1,1,cellular,may,wed,196,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29,admin.,1,university.degree,0,1,0,cellular,may,wed,126,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
42,blue-collar,0,basic.9y,0,0,1,cellular,may,wed,300,5,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,blue-collar,0,basic.9y,0,0,0,telephone,may,wed,48,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
28,technician,0,university.degree,0,1,1,cellular,may,thu,178,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
59,admin.,0,basic.9y,0,1,0,cellular,may,thu,8,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,1,professional.course,0,0,0,cellular,may,thu,119,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
36,admin.,0,university.degree,0,1,0,cellular,may,thu,19,8,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,0,basic.9y,0,0,1,telephone,may,thu,18,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,services,0,basic.9y,0,1,0,cellular,may,thu,78,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,0,high.school,0,1,0,cellular,may,thu,29,8,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
43,blue-collar,1,basic.4y,0,0,1,cellular,may,thu,722,2,11,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
33,admin.,1,professional.course,0,0,1,cellular,may,thu,178,8,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,technician,1,professional.course,0,1,0,cellular,may,thu,30,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,admin.,0,high.school,0,0,0,cellular,may,thu,325,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,blue-collar,1,basic.9y,0,1,0,cellular,may,thu,15,11,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
40,technician,1,professional.course,0,1,0,cellular,may,thu,580,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,blue-collar,1,basic.4y,0,0,0,cellular,may,thu,720,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,services,1,high.school,0,1,1,cellular,may,thu,189,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
38,blue-collar,1,basic.4y,0,1,1,cellular,may,thu,365,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,admin.,0,high.school,0,1,0,cellular,may,thu,638,1,6,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
26,management,0,university.degree,0,1,1,cellular,may,thu,161,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
26,management,0,university.degree,0,1,0,cellular,may,thu,119,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,admin.,1,high.school,0,0,0,cellular,may,thu,362,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,151,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
25,services,0,high.school,0,0,0,cellular,may,thu,566,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,1,high.school,0,0,0,cellular,may,thu,244,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,services,0,high.school,0,1,0,cellular,may,thu,201,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
40,blue-collar,1,basic.9y,0,1,0,cellular,may,thu,317,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
38,services,1,high.school,0,1,0,cellular,may,thu,532,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,blue-collar,0,basic.9y,0,0,1,cellular,may,thu,51,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,1,professional.course,0,1,0,cellular,may,thu,102,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,1,professional.course,0,1,0,cellular,may,thu,267,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,services,1,high.school,0,1,0,cellular,may,thu,22,8,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,self-employed,0,university.degree,0,1,1,cellular,may,thu,73,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
48,blue-collar,1,basic.9y,0,0,0,cellular,may,thu,214,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,0,high.school,0,0,0,cellular,may,thu,451,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,services,0,high.school,0,0,0,cellular,may,thu,854,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,1
23,admin.,1,high.school,0,0,1,cellular,may,thu,7,5,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,management,0,high.school,0,0,1,cellular,may,thu,365,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,admin.,0,university.degree,0,1,1,cellular,may,thu,255,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,admin.,1,university.degree,0,1,0,cellular,may,thu,133,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,management,1,professional.course,0,0,0,cellular,may,thu,125,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
36,blue-collar,0,basic.4y,0,1,0,cellular,may,thu,279,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
38,services,0,high.school,0,1,1,cellular,may,thu,456,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,1
26,blue-collar,0,basic.9y,0,1,0,cellular,may,thu,535,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
44,services,1,high.school,0,0,0,telephone,may,thu,188,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,admin.,0,high.school,0,1,0,cellular,may,thu,149,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,entrepreneur,1,basic.6y,0,1,0,cellular,may,thu,210,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,admin.,0,high.school,0,1,0,cellular,may,thu,258,1,10,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
46,services,1,high.school,0,0,0,cellular,may,thu,107,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,blue-collar,0,high.school,0,0,0,cellular,may,thu,307,1,999,2,0,-1.8,92.893,-46.2,1.266,5099.1,1
41,services,1,high.school,0,0,0,cellular,may,thu,116,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,0,basic.9y,0,1,0,telephone,may,thu,230,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,services,0,high.school,0,0,0,cellular,may,thu,47,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
47,services,1,basic.6y,0,1,0,cellular,may,thu,201,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,services,0,high.school,0,0,1,cellular,may,thu,91,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,services,0,high.school,0,0,0,cellular,may,thu,524,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
53,services,1,basic.6y,0,1,0,cellular,may,thu,157,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,blue-collar,1,basic.6y,0,0,0,cellular,may,thu,112,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,entrepreneur,0,university.degree,0,0,0,cellular,may,thu,50,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,blue-collar,1,basic.6y,0,1,0,cellular,may,thu,225,1,12,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
27,technician,0,high.school,0,0,0,cellular,may,thu,64,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
42,services,0,high.school,0,1,1,cellular,may,thu,874,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,1
30,admin.,0,university.degree,0,1,0,cellular,may,thu,287,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,blue-collar,0,basic.9y,0,1,0,cellular,may,thu,225,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
21,student,0,high.school,0,0,0,cellular,may,thu,24,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,blue-collar,1,basic.9y,0,1,1,cellular,may,thu,419,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
26,blue-collar,1,basic.9y,0,0,0,cellular,may,thu,135,1,999,2,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,1,basic.6y,0,0,0,cellular,may,thu,586,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,admin.,0,high.school,0,0,0,cellular,may,thu,492,1,12,2,0,-1.8,92.893,-46.2,1.266,5099.1,1
28,blue-collar,0,basic.4y,0,0,0,cellular,may,thu,282,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,services,0,high.school,0,1,0,cellular,may,thu,74,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,111,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,admin.,0,high.school,0,1,0,cellular,may,thu,66,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,services,0,high.school,0,0,0,cellular,may,thu,97,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,entrepreneur,1,high.school,0,1,1,cellular,may,thu,97,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,management,0,university.degree,0,1,0,telephone,may,thu,112,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,technician,1,university.degree,0,0,0,telephone,may,thu,154,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,management,0,university.degree,0,0,0,cellular,may,thu,162,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
25,technician,1,university.degree,0,0,1,cellular,may,thu,136,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,0,university.degree,0,1,0,cellular,may,thu,97,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
42,management,0,university.degree,0,1,0,cellular,may,thu,146,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,technician,1,professional.course,0,1,0,cellular,may,thu,16,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,admin.,0,high.school,0,1,0,cellular,may,thu,150,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,services,0,high.school,0,1,0,cellular,may,thu,88,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
40,services,0,high.school,0,0,0,cellular,may,thu,96,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,technician,0,professional.course,0,0,0,cellular,may,thu,175,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
21,services,0,high.school,0,1,0,cellular,may,thu,136,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
51,blue-collar,1,basic.4y,0,0,0,cellular,may,thu,159,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,admin.,0,high.school,0,1,0,cellular,may,thu,70,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,self-employed,1,high.school,0,1,0,cellular,may,thu,107,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,admin.,0,university.degree,0,1,0,cellular,may,thu,143,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,management,0,basic.9y,0,1,0,cellular,may,thu,106,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,blue-collar,0,basic.9y,0,1,0,cellular,may,thu,226,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,services,0,basic.9y,0,1,0,cellular,may,thu,64,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,technician,0,professional.course,0,0,0,cellular,may,thu,256,1,11,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
30,blue-collar,1,basic.6y,0,0,0,cellular,may,thu,164,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,blue-collar,0,basic.4y,0,1,1,cellular,may,thu,109,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,191,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,1
39,technician,1,professional.course,0,0,0,cellular,may,thu,239,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,59,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
46,services,1,high.school,0,1,0,cellular,may,thu,182,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
58,entrepreneur,0,professional.course,0,1,0,cellular,may,thu,165,5,999,2,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,0,high.school,0,1,1,cellular,may,thu,99,7,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,services,1,high.school,0,1,0,cellular,may,thu,117,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,admin.,1,high.school,0,0,0,cellular,may,thu,172,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,student,0,high.school,0,1,0,cellular,may,thu,143,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
36,blue-collar,1,basic.6y,0,1,1,cellular,may,thu,157,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
40,services,0,high.school,0,0,1,cellular,may,thu,632,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,1,basic.4y,0,0,0,cellular,may,thu,115,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,1,basic.6y,0,1,1,cellular,may,thu,172,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,technician,0,basic.9y,0,1,0,cellular,may,thu,479,1,11,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
34,admin.,1,university.degree,0,1,0,cellular,may,thu,293,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,technician,1,university.degree,0,0,1,cellular,may,thu,169,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
37,technician,0,professional.course,0,1,0,cellular,may,thu,56,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,services,0,high.school,0,1,0,cellular,may,thu,332,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,blue-collar,1,basic.6y,0,0,1,cellular,may,thu,24,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
28,services,0,high.school,0,0,0,cellular,may,thu,99,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,services,0,high.school,0,1,0,cellular,may,thu,367,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
38,blue-collar,1,basic.4y,0,0,0,cellular,may,thu,299,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,admin.,1,professional.course,0,1,1,cellular,may,thu,162,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,304,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,management,0,university.degree,0,1,0,cellular,may,thu,8,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,0,professional.course,0,1,0,cellular,may,thu,60,5,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,admin.,0,university.degree,0,1,0,cellular,may,thu,241,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,blue-collar,1,professional.course,0,1,0,cellular,may,thu,303,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
25,student,0,high.school,0,1,0,cellular,may,thu,959,3,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,1
34,services,1,high.school,0,0,0,cellular,may,thu,353,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
54,blue-collar,1,basic.9y,0,0,0,cellular,may,thu,532,2,6,2,1,-1.8,92.893,-46.2,1.266,5099.1,1
31,blue-collar,1,basic.4y,0,0,1,cellular,may,thu,204,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,technician,0,high.school,0,0,0,cellular,may,thu,198,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,0,university.degree,0,1,0,cellular,may,thu,241,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
47,blue-collar,0,basic.9y,0,0,0,cellular,may,thu,16,8,6,2,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,0,university.degree,0,1,1,cellular,may,thu,176,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,admin.,1,high.school,0,1,0,cellular,may,thu,118,4,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
37,technician,0,university.degree,0,0,0,cellular,may,thu,336,2,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
